Date,PX_LAST
2021-02-11,2807.16
2021-02-10,2800.68
2021-02-09,2798.55
2021-02-08,2795.89
2021-02-05,2773.45
2021-02-04,2757.66
2021-02-03,2737.93
2021-02-02,2731.95
2021-02-01,2697.88
2021-01-29,2661.69
2021-01-28,2710.6
2021-01-27,2694.42
2021-01-26,2754.12
2021-01-25,2756.87
2021-01-22,2755.66
2021-01-21,2765.57
2021-01-20,2761.48
2021-01-19,2732.48
2021-01-18,2713.49
2021-01-15,2714.81
2021-01-14,2738.09
2021-01-13,2739.87
2021-01-12,2734.4
2021-01-11,2730.05
2021-01-08,2753.31
2021-01-07,2734.19
2021-01-06,2699.51
2021-01-05,2684.18
2021-01-04,2670.04
2021-01-01,2690.04
2020-12-31,2690.04
2020-12-30,2686.06
2020-12-29,2682.19
2020-12-28,2676.8
2020-12-25,2659.27
2020-12-24,2659.04
2020-12-23,2651.41
2020-12-22,2643.07
2020-12-21,2644.97
2020-12-18,2666.3
2020-12-17,2674.87
2020-12-16,2654.79
2020-12-15,2643.74
2020-12-14,2619.43
2020-12-11,2621.89
2020-12-10,2628.59
2020-12-09,2627.53
2020-12-08,2642.05
2020-12-07,2635.88
2020-12-04,2639.66
2020-12-03,2621.28
2020-12-02,2613.91
2020-12-01,2609.01
2020-11-30,2583.14
2020-11-27,2601.45
2020-11-26,2590.15
2020-11-25,2589.67
2020-11-24,2587.19
2020-11-23,2546.9
2020-11-20,2540.02
2020-11-19,2546.31
2020-11-18,2543.36
2020-11-17,2558.43
2020-11-16,2561.5
2020-11-13,2529.29
2020-11-12,2509.24
2020-11-11,2528.25
2020-11-10,2507.1
2020-11-09,2502.06
2020-11-06,2470.05
2020-11-05,2466.58
2020-11-04,2416.61
2020-11-03,2369.27
2020-11-02,2322.14
2020-10-30,2292.93
2020-10-29,2318.44
